dataset,modelo,instance,time_milp,len_milp,time_milp_relaxed,len_milp_relaxed
iris,model_1layers_20neurons.h5,70,0.0537848472595214,3,"[0.031941890716552734, 0.029841184616088867, 0.034357309341430664, 0.030603647232055664, 0.03421330451965332, 0.03299307823181152, 0.04103517532348633, 0.05138254165649414, 0.05694437026977539, 0.05187582969665527]","[0, 0, 0, 0, 0, 0, 0, 3, 3, 3]"
iris,model_1layers_20neurons.h5,71,0.0461030006408691,3,"[0.03402090072631836, 0.029753923416137695, 0.031223773956298828, 0.033147573471069336, 0.03806710243225098, 0.032807111740112305, 0.029937744140625, 0.03204536437988281, 0.03274035453796387, 0.04101276397705078]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
iris,model_1layers_20neurons.h5,72,0.0397841930389404,4,"[0.03222799301147461, 0.03333926200866699, 0.031177997589111328, 0.03197741508483887, 0.03952932357788086, 0.043335676193237305, 0.03722810745239258, 0.03926205635070801, 0.04095315933227539, 0.03649449348449707]","[0, 0, 0, 0, 1, 2, 3, 4, 4, 4]"
iris,model_1layers_20neurons.h5,73,0.0441946983337402,4,"[0.039118289947509766, 0.03312945365905762, 0.031088829040527344, 0.038661956787109375, 0.03380584716796875, 0.0507967472076416, 0.034963130950927734, 0.0419764518737793, 0.03865790367126465, 0.04027915000915527]","[0, 0, 0, 0, 1, 1, 1, 4, 4, 4]"
iris,model_1layers_20neurons.h5,74,0.0416426658630371,4,"[0.03990745544433594, 0.031252384185791016, 0.029891490936279297, 0.03587698936462402, 0.035324811935424805, 0.041936397552490234, 0.04413866996765137, 0.036933183670043945, 0.036665916442871094, 0.04350924491882324]","[0, 0, 0, 0, 2, 2, 3, 3, 3, 4]"
iris,model_1layers_20neurons.h5,75,0.0398352146148681,4,"[0.030635595321655273, 0.03460550308227539, 0.03997445106506348, 0.0440373420715332, 0.03809976577758789, 0.04954218864440918, 0.040526390075683594, 0.03963208198547363, 0.035936832427978516, 0.040442705154418945]","[0, 0, 0, 0, 1, 2, 4, 4, 4, 4]"
iris,model_1layers_20neurons.h5,76,0.0534048080444335,3,"[0.031187772750854492, 0.03029942512512207, 0.03695487976074219, 0.03391909599304199, 0.03497004508972168, 0.06062150001525879, 0.05318593978881836, 0.05402421951293945, 0.05865645408630371, 0.05946469306945801]","[0, 0, 0, 0, 0, 1, 1, 2, 2, 3]"
iris,model_1layers_20neurons.h5,77,0.049710988998413,4,"[0.03613543510437012, 0.03986477851867676, 0.04758405685424805, 0.040544986724853516, 0.03496551513671875, 0.037853240966796875, 0.040331363677978516, 0.04044938087463379, 0.041658878326416016, 0.04175090789794922]","[0, 0, 0, 0, 1, 2, 4, 4, 4, 4]"
iris,model_1layers_20neurons.h5,78,0.0411765575408935,3,"[0.03490567207336426, 0.030754566192626953, 0.035955190658569336, 0.031212329864501953, 0.034070491790771484, 0.03304481506347656, 0.032758474349975586, 0.03072190284729004, 0.03665494918823242, 0.03756833076477051]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 3]"
iris,model_1layers_20neurons.h5,79,0.0408780574798584,3,"[0.030059337615966797, 0.02816486358642578, 0.033057451248168945, 0.037676334381103516, 0.04013252258300781, 0.05152392387390137, 0.04758787155151367, 0.048421621322631836, 0.04168057441711426, 0.04060006141662598]","[0, 0, 0, 0, 1, 1, 2, 3, 3, 3]"
