dataset,modelo,instance,relaxed_times,relaxed_len_eq,relaxed_len_range,relaxed_explanation
iris,model_3layers_20neurons.h5,4,"[0.07674694061279297, 0.09090948104858398, 0.0696871280670166, 0.10104751586914062, 0.061054229736328125, 0.05747246742248535, 0.057318925857543945, 0.057698965072631836, 0.05740165710449219, 0.057601213455200195]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}]"
iris,model_3layers_20neurons.h5,5,"[0.08580350875854492, 0.0774691104888916, 0.12056994438171387, 0.08886194229125977, 0.054944753646850586, 0.05553460121154785, 0.055094242095947266, 0.05798053741455078, 0.061928510665893555, 0.057553768157958984]","[2, 3, 3, 3, 4, 4, 4, 4, 4, 4]","[2, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.11875,x_0,0.31875), docplex.mp.RangeConstraint[input_range_1](0.65,x_1,0.85)]}, {'eq': {'x_1': 0.75, 'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.01874999999999999,x_0,0.41875)]}, {'eq': {'x_1': 0.75, 'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.51875)]}, {'eq': {'x_1': 0.75, 'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.61875)]}, {'eq': {'x_0': 0.21875, 'x_1': 0.75, 'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}, 'range': []}, {'eq': {'x_0': 0.21875, 'x_1': 0.75, 'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}, 'range': []}, {'eq': {'x_0': 0.21875, 'x_1': 0.75, 'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}, 'range': []}, {'eq': {'x_0': 0.21875, 'x_1': 0.75, 'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}, 'range': []}, {'eq': {'x_0': 0.21875, 'x_1': 0.75, 'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}, 'range': []}, {'eq': {'x_0': 0.21875, 'x_1': 0.75, 'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}, 'range': []}]"
iris,model_3layers_20neurons.h5,6,"[0.07639861106872559, 0.290759801864624, 0.08775687217712402, 0.06833696365356445, 0.060266971588134766, 0.24641084671020508, 0.05579185485839844, 0.054522037506103516, 0.05458259582519531, 0.06159806251525879]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.28125, 'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': []}]"
iris,model_3layers_20neurons.h5,7,"[0.06490015983581543, 0.06635761260986328, 0.09139370918273926, 0.09463334083557129, 0.0758049488067627, 0.07694125175476074, 0.05528759956359863, 0.05425095558166504, 0.05289649963378906, 0.054706573486328125]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}]"
iris,model_3layers_20neurons.h5,8,"[0.06630110740661621, 0.07399868965148926, 0.1176457405090332, 0.06794142723083496, 0.06874513626098633, 0.0924842357635498, 0.07317733764648438, 0.048067331314086914, 0.052236318588256836, 0.05265069007873535]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': []}, {'eq': {'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': []}, {'eq': {'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': []}, {'eq': {'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': []}, {'eq': {'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': []}, {'eq': {'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': []}, {'eq': {'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': []}, {'eq': {'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': []}, {'eq': {'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': []}, {'eq': {'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': []}]"
iris,model_3layers_20neurons.h5,9,"[0.12243413925170898, 0.27034425735473633, 0.07086825370788574, 0.05356645584106445, 0.06011629104614258, 0.053614139556884766, 0.05851602554321289, 0.05286741256713867, 0.05487203598022461, 0.05464029312133789]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.34375, 'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.34375, 'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.34375, 'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.34375, 'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.34375, 'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.34375, 'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.34375, 'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.34375, 'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.34375, 'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.34375, 'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}, 'range': []}]"
iris,model_3layers_20neurons.h5,10,"[0.12416768074035645, 0.15297818183898926, 0.09328317642211914, 0.05633544921875, 0.0499567985534668, 0.05320596694946289, 0.0552523136138916, 0.05461764335632324, 0.05266571044921875, 0.053746938705444336]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}, 'range': []}]"
iris,model_3layers_20neurons.h5,11,"[0.08556604385375977, 0.29407548904418945, 0.05451250076293945, 0.05526852607727051, 0.05767178535461426, 0.05732369422912598, 0.05805397033691406, 0.056418657302856445, 0.058690786361694336, 0.06690335273742676]","[1, 2, 3, 3, 3, 3, 3, 4, 4, 4]","[3, 2, 1, 1, 1, 1, 1, 0, 0, 0]","[{'eq': {'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.13125), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,0.6), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1178571428571428)]}, {'eq': {'x_2': 0.0178571428571428, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.23125), docplex.mp.RangeConstraint[input_range_1](0.3,x_1,0.7)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0178571428571428, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.33125)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0178571428571428, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.43125)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0178571428571428, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.53125)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0178571428571428, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.63125)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0178571428571428, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.73125)]}, {'eq': {'x_0': 0.03125, 'x_1': 0.5, 'x_2': 0.0178571428571428, 'x_3': 0.0}, 'range': []}, {'eq': {'x_0': 0.03125, 'x_1': 0.5, 'x_2': 0.0178571428571428, 'x_3': 0.0}, 'range': []}, {'eq': {'x_0': 0.03125, 'x_1': 0.5, 'x_2': 0.0178571428571428, 'x_3': 0.0}, 'range': []}]"
iris,model_3layers_20neurons.h5,12,"[0.08331298828125, 0.05774211883544922, 0.16244912147521973, 0.05841660499572754, 0.0564877986907959, 0.05555224418640137, 0.055992841720581055, 0.0586848258972168, 0.058022499084472656, 0.058363914489746094]","[1, 2, 2, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 2, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.15,x_0,0.35), docplex.mp.RangeConstraint[input_range_1](0.7125,x_1,0.9125), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.04999999999999999,x_0,0.45), docplex.mp.RangeConstraint[input_range_1](0.6125,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.55), docplex.mp.RangeConstraint[input_range_1](0.5125,x_1,1)]}, {'eq': {'x_1': 0.8125, 'x_2': 0.0, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.65)]}, {'eq': {'x_1': 0.8125, 'x_2': 0.0, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.75)]}, {'eq': {'x_1': 0.8125, 'x_2': 0.0, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.85)]}, {'eq': {'x_1': 0.8125, 'x_2': 0.0, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.95)]}, {'eq': {'x_1': 0.8125, 'x_2': 0.0, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.8125, 'x_2': 0.0, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.8125, 'x_2': 0.0, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_3layers_20neurons.h5,13,"[0.08780789375305176, 0.21213626861572266, 0.0784616470336914, 0.055426597595214844, 0.05651068687438965, 0.05432891845703125, 0.05913186073303223, 0.06272411346435547, 0.05865478515625, 0.05936598777770996]","[1, 2, 3, 3, 3, 3, 3, 4, 4, 4]","[3, 2, 1, 1, 1, 1, 1, 0, 0, 0]","[{'eq': {'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.1625), docplex.mp.RangeConstraint[input_range_1](0.4625,x_1,0.6625), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.13571428571428562)]}, {'eq': {'x_2': 0.0357142857142856, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.2625), docplex.mp.RangeConstraint[input_range_1](0.3625,x_1,0.7625)]}, {'eq': {'x_1': 0.5625, 'x_2': 0.0357142857142856, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3625)]}, {'eq': {'x_1': 0.5625, 'x_2': 0.0357142857142856, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.4625)]}, {'eq': {'x_1': 0.5625, 'x_2': 0.0357142857142856, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5625)]}, {'eq': {'x_1': 0.5625, 'x_2': 0.0357142857142856, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6625)]}, {'eq': {'x_1': 0.5625, 'x_2': 0.0357142857142856, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7625)]}, {'eq': {'x_0': 0.0625, 'x_1': 0.5625, 'x_2': 0.0357142857142856, 'x_3': 0.0}, 'range': []}, {'eq': {'x_0': 0.0625, 'x_1': 0.5625, 'x_2': 0.0357142857142856, 'x_3': 0.0}, 'range': []}, {'eq': {'x_0': 0.0625, 'x_1': 0.5625, 'x_2': 0.0357142857142856, 'x_3': 0.0}, 'range': []}]"
iris,model_3layers_20neurons.h5,14,"[0.05127429962158203, 0.07285356521606445, 0.24376845359802246, 0.054160356521606445, 0.060057878494262695, 0.07291531562805176, 0.058538198471069336, 0.0590360164642334, 0.05623984336853027, 0.05980658531188965]","[0, 2, 2, 3, 3, 3, 3, 3, 3, 3]","[4, 2, 2, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.024999999999999994,x_0,0.225), docplex.mp.RangeConstraint[input_range_1](0.9,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.13571428571428562), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.19090909090909092)]}, {'eq': {'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.325), docplex.mp.RangeConstraint[input_range_1](0.8,x_1,1)]}, {'eq': {'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.425), docplex.mp.RangeConstraint[input_range_1](0.7,x_1,1)]}, {'eq': {'x_1': 1.0, 'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.525)]}, {'eq': {'x_1': 1.0, 'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.625)]}, {'eq': {'x_1': 1.0, 'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.725)]}, {'eq': {'x_1': 1.0, 'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.825)]}, {'eq': {'x_1': 1.0, 'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.925)]}, {'eq': {'x_1': 1.0, 'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 1.0, 'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_3layers_20neurons.h5,15,"[0.07045626640319824, 0.07550454139709473, 0.12173724174499512, 0.07181930541992188, 0.057403564453125, 0.05954718589782715, 0.053397178649902344, 0.055320024490356445, 0.05788016319274902, 0.058268070220947266]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.5, 'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}, 'range': []}]"
iris,model_3layers_20neurons.h5,16,"[0.06008148193359375, 0.20288872718811035, 0.09970378875732422, 0.06199288368225098, 0.06164836883544922, 0.06378555297851562, 0.06097722053527832, 0.05960655212402344, 0.06068301200866699, 0.06204366683959961]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}, 'range': []}, {'eq': {'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}, 'range': []}]"
iris,model_3layers_20neurons.h5,17,"[0.17100024223327637, 0.12825250625610352, 0.12011265754699707, 0.06722784042358398, 0.059095144271850586, 0.05688977241516113, 0.06129956245422363, 0.06571078300476074, 0.05965852737426758, 0.05969858169555664]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.28125, 'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}, 'range': []}, {'eq': {'x_0': 0.28125, 'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}, 'range': []}]"
