dataset,modelo,instance,relaxed_times,relaxed_len_eq,relaxed_len_range,relaxed_explanation
iris,model_1layers_20neurons.h5,45,"[0.0384211540222168, 0.0347440242767334, 0.04866743087768555, 0.08728814125061035, 0.0918726921081543, 0.05511045455932617, 0.05481457710266113, 0.043370962142944336, 0.0422818660736084, 0.045899391174316406]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.3529411764705883, 'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}, 'range': []}]"
iris,model_1layers_20neurons.h5,46,"[0.036589860916137695, 0.04587841033935547, 0.0554804801940918, 0.0520024299621582, 0.05716276168823242, 0.03713345527648926, 0.037989139556884766, 0.049181461334228516, 0.036316633224487305, 0.03476214408874512]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}, 'range': []}]"
iris,model_1layers_20neurons.h5,47,"[0.03779864311218262, 0.03325986862182617, 0.03739190101623535, 0.04399418830871582, 0.04943346977233887, 0.05594897270202637, 0.0733945369720459, 0.04510927200317383, 0.03348088264465332, 0.03900265693664551]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}, 'range': []}]"
iris,model_1layers_20neurons.h5,48,"[0.036350250244140625, 0.03537178039550781, 0.0963134765625, 0.09421634674072266, 0.05564546585083008, 0.037841081619262695, 0.06827974319458008, 0.08223080635070801, 0.052681684494018555, 0.04248929023742676]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.6764705882352939, 'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.6764705882352939, 'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.6764705882352939, 'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.6764705882352939, 'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.6764705882352939, 'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.6764705882352939, 'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.6764705882352939, 'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.6764705882352939, 'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.6764705882352939, 'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.6764705882352939, 'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': []}]"
iris,model_1layers_20neurons.h5,49,"[0.04036140441894531, 0.04255938529968262, 0.04008603096008301, 0.044962167739868164, 0.06067538261413574, 0.04603886604309082, 0.05090928077697754, 0.03543710708618164, 0.033978939056396484, 0.03663516044616699]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}, 'range': []}]"
iris,model_1layers_20neurons.h5,50,"[0.03607892990112305, 0.036861419677734375, 0.15168333053588867, 0.10702943801879883, 0.043628692626953125, 0.03827190399169922, 0.04055309295654297, 0.03613448143005371, 0.04053473472595215, 0.038272857666015625]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.411764705882353, 'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.411764705882353, 'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}, 'range': []}]"
iris,model_1layers_20neurons.h5,51,"[0.038239240646362305, 0.03729605674743652, 0.04196333885192871, 0.04236721992492676, 0.0458683967590332, 0.04114961624145508, 0.03870415687561035, 0.03915262222290039, 0.0421903133392334, 0.03848457336425781]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.9705882352941176, 'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}, 'range': []}, {'eq': {'x_0': 0.9705882352941176, 'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}, 'range': []}, {'eq': {'x_0': 0.9705882352941176, 'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}, 'range': []}, {'eq': {'x_0': 0.9705882352941176, 'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}, 'range': []}, {'eq': {'x_0': 0.9705882352941176, 'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}, 'range': []}, {'eq': {'x_0': 0.9705882352941176, 'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}, 'range': []}, {'eq': {'x_0': 0.9705882352941176, 'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}, 'range': []}, {'eq': {'x_0': 0.9705882352941176, 'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}, 'range': []}, {'eq': {'x_0': 0.9705882352941176, 'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}, 'range': []}, {'eq': {'x_0': 0.9705882352941176, 'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}, 'range': []}]"
iris,model_1layers_20neurons.h5,52,"[0.04027605056762695, 0.0375676155090332, 0.03974795341491699, 0.05435895919799805, 0.0799415111541748, 0.0862879753112793, 0.03871893882751465, 0.03657722473144531, 0.04022336006164551, 0.04997444152832031]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': []}]"
iris,model_1layers_20neurons.h5,53,"[0.030078411102294922, 0.03160357475280762, 0.03676962852478027, 0.03280353546142578, 0.04509115219116211, 0.11264920234680176, 0.059824466705322266, 0.03795742988586426, 0.03429222106933594, 0.03372359275817871]","[0, 1, 2, 2, 3, 3, 3, 3, 3, 3]","[4, 3, 2, 2, 1, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1352941176470586,x_0,0.33529411764705863), docplex.mp.RangeConstraint[input_range_1](0.525,x_1,0.725), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1701754385964912), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.03529411764705859,x_0,0.4352941176470586), docplex.mp.RangeConstraint[input_range_1](0.425,x_1,0.825), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2701754385964912)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5352941176470586), docplex.mp.RangeConstraint[input_range_1](0.325,x_1,0.925)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0701754385964912}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6352941176470586), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.44166666666666665)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7352941176470587)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8352941176470585)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9352941176470586)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,54,"[0.03818941116333008, 0.03502345085144043, 0.04221963882446289, 0.038088321685791016, 0.04170870780944824, 0.047597408294677734, 0.05018472671508789, 0.040001630783081055, 0.04654216766357422, 0.03841567039489746]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.9999999999999998, 'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}, 'range': []}]"
iris,model_1layers_20neurons.h5,55,"[0.040093183517456055, 0.038297414779663086, 0.0538790225982666, 0.060080528259277344, 0.08118486404418945, 0.04044532775878906, 0.040902137756347656, 0.03907608985900879, 0.03865790367126465, 0.040856361389160156]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}, 'range': []}]"
iris,model_1layers_20neurons.h5,56,"[0.028811216354370117, 0.03376936912536621, 0.09229111671447754, 0.0389704704284668, 0.08436894416809082, 0.13719534873962402, 0.037344932556152344, 0.035257577896118164, 0.034291744232177734, 0.038080692291259766]","[0, 1, 2, 2, 3, 3, 3, 3, 3, 3]","[4, 3, 2, 2, 1, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.16470588235294129,x_0,0.3647058823529413), docplex.mp.RangeConstraint[input_range_1](0.4833333333333333,x_1,0.6833333333333332), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1701754385964912), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.06470588235294128,x_0,0.4647058823529413), docplex.mp.RangeConstraint[input_range_1](0.38333333333333325,x_1,0.7833333333333332), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2701754385964912)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5647058823529413), docplex.mp.RangeConstraint[input_range_1](0.28333333333333327,x_1,0.8833333333333333)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.0701754385964912}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6647058823529413), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.44166666666666665)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7647058823529413)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8647058823529412)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9647058823529413)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,57,"[0.03146171569824219, 0.03528761863708496, 0.046684980392456055, 0.05325150489807129, 0.038619279861450195, 0.04464268684387207, 0.058039188385009766, 0.0533900260925293, 0.21616435050964355, 0.040708065032958984]","[0, 1, 2, 2, 2, 3, 3, 3, 3, 3]","[4, 3, 2, 2, 2, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1058823529411764,x_0,0.3058823529411764), docplex.mp.RangeConstraint[input_range_1](0.525,x_1,0.725), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1526315789473684), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1833333333333333)]}, {'eq': {'x_3': 0.0833333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.005882352941176394,x_0,0.4058823529411764), docplex.mp.RangeConstraint[input_range_1](0.425,x_1,0.825), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.25263157894736843)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5058823529411764), docplex.mp.RangeConstraint[input_range_1](0.325,x_1,0.925)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6058823529411764), docplex.mp.RangeConstraint[input_range_1](0.22499999999999998,x_1,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0526315789473684}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7058823529411764), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.5833333333333333)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8058823529411764)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9058823529411764)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
